Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
743,0.646102669,0.646102669,0.403697327,0.388617176,0.637342051,3.628,0.135,70.70076,28.076,39.601,45.295,51.374,53.216,55.666,1298.466,1266.166,1301.529,1287.156,4.875,2.794,23.106,21.036,2.191,52.034
743.5,0.646037909,0.646037909,0.371387411,0.457603572,0.637268806,3.628,0.135,70.70076,28.076,39.601,45.295,51.374,53.216,55.666,1298.466,1266.166,1301.529,1287.156,4.875,2.794,23.106,21.036,2.191,52.034
744,0.646008764,0.646008764,0.36240271,0.472022673,0.637239594,3.627,0.135,70.70085,28.085,39.506,46.236,51.139,53.185,55.665,1299.042,1267.929,1304.155,1291.578,4.008,2.795,23.128,21.036,2.206,53.035
744.5,0.645991236,0.645991236,0.362150936,0.440431033,0.637230114,3.627,0.135,70.70085,28.085,39.506,46.236,51.139,53.185,55.665,1299.042,1267.929,1304.155,1291.578,4.008,2.795,23.128,21.036,2.206,53.035
745,0.645962024,0.645962024,0.369818349,0.396321981,0.637164983,3.628,0.138,70.7009,28.009,39.607,45.098,51.136,53.267,55.685,1302.408,1269.318,1301.943,1288.213,4.559,2.795,23.104,21.036,2.132,52.033
745.5,0.645896827,0.645896827,0.397070825,0.368821812,0.636989384,3.628,0.138,70.7009,28.009,39.607,45.098,51.136,53.267,55.685,1302.408,1269.318,1301.943,1288.213,4.559,2.795,23.104,21.036,2.132,52.033
746,0.64577584,0.64577584,0.441079305,0.360889725,0.636736269,3.627,0.133,70.70066,28.066,39.888,46.314,51.304,53.353,55.623,1301.482,1268.067,1297.065,1285.677,4.085,2.792,23.147,21.038,1.137,52.997
746.5,0.645600241,0.645600241,0.472724201,0.360972639,0.636513281,3.627,0.133,70.70066,28.066,39.888,46.314,51.304,53.353,55.623,1301.482,1268.067,1297.065,1285.677,4.085,2.792,23.147,21.038,1.137,52.997
747,0.645402915,0.645402915,0.45842601,0.369861067,0.636419289,3.628,0.133,70.70061,29.061,39.073,44.291,51.974,53.284,55.731,1302.436,1269.773,1295.943,1282.852,4.863,2.795,23.046,21.036,2.213,52.051
747.5,0.645235207,0.645235207,0.389665531,0.402041899,0.636475006,3.628,0.133,70.70061,29.061,39.073,44.291,51.974,53.284,55.731,1302.436,1269.773,1295.943,1282.852,4.863,2.795,23.046,21.036,2.213,52.051
748,0.645139,0.645139,0.29017964,0.461393242,0.63662492,3.628,0.133,70.70061,28.061,39.936,46.396,51.287,53.299,55.719,1298.457,1266.791,1297.472,1284.791,4.287,2.794,23.068,21.036,2.202,52.036
748.5,0.645130235,0.645130235,0.198452585,0.529969636,0.636792628,3.628,0.133,70.70061,28.061,39.936,46.396,51.287,53.299,55.719,1298.457,1266.791,1297.472,1284.791,4.287,2.794,23.068,21.036,2.202,52.036
749,0.645197231,0.645197231,0.145409911,0.584079423,0.63693618,3.627,0.133,70.70071,28.071,38.547,45.933,51.088,53.281,55.719,1299.481,1267.872,1304.724,1290.292,4.496,2.794,23.126,21.034,2.204,53.035
749.5,0.645299742,0.645299742,0.145549693,0.611607941,0.637064391,3.627,0.133,70.70071,28.071,38.547,45.933,51.088,53.281,55.719,1299.481,1267.872,1304.724,1290.292,4.496,2.794,23.126,21.034,2.204,53.035
750,0.645376081,0.645376081,0.199633435,0.61046838,0.637210091,3.627,0.133,70.70076,28.076,38.405,44.771,51.839,53.129,55.706,1299.465,1267.986,1295.496,1281.282,4.439,2.793,23.148,21.036,2.134,51.042
750.5,0.645376081,0.645376081,0.295926512,0.578076423,0.637386563,3.627,0.133,70.70076,28.076,38.405,44.771,51.839,53.129,55.706,1299.465,1267.986,1295.496,1281.282,4.439,2.793,23.148,21.036,2.134,51.042
751,0.645299742,0.645299742,0.409549188,0.509807642,0.637563407,3.629,0.133,70.70076,28.076,38.556,45.782,51.192,53.143,55.658,1299.361,1266.189,1303.529,1289.038,4.926,2.794,23.011,21.036,2.135,52.042
751.5,0.645197231,0.645197231,0.510618275,0.40909721,0.637683447,3.629,0.133,70.70076,28.076,38.556,45.782,51.192,53.143,55.658,1299.361,1266.189,1303.529,1289.038,4.926,2.794,23.011,21.036,2.135,52.042
752,0.645130168,0.645130168,0.579267809,0.295714092,0.637708294,3.628,0.136,70.70061,28.061,40.971,45.238,51.018,53.343,55.757,1299.049,1267.986,1302.951,1288.353,4.844,2.811,23.017,21.038,2.135,52.031
752.5,0.645138496,0.645138496,0.61179984,0.199533442,0.637653014,3.628,0.136,70.70061,28.061,40.971,45.238,51.018,53.343,55.757,1299.049,1267.986,1302.951,1288.353,4.844,2.811,23.017,21.038,2.135,52.031
753,0.645232488,0.645232488,0.611987824,0.145488311,0.637574393,3.628,0.135,70.70061,29.061,38.121,46.742,51.416,53.302,55.728,1301.044,1269.351,1300.886,1286.015,4.565,2.793,23.069,21.036,2.204,52.033
753.5,0.645391431,0.645391431,0.579790335,0.145487875,0.637517524,3.628,0.135,70.70061,29.061,38.121,46.742,51.416,53.302,55.728,1301.044,1269.351,1300.886,1286.015,4.565,2.793,23.069,21.036,2.204,52.033
754,0.645561627,0.645561627,0.511347201,0.199530723,0.637472741,3.629,0.138,70.70061,29.061,39.197,44.164,51.917,53.341,55.823,1301.476,1269.692,1302.009,1289.525,4.072,2.792,23.068,21.036,2.141,52.046
754.5,0.645671594,0.645671594,0.410293898,0.295702608,0.637390453,3.629,0.138,70.70061,29.061,39.197,44.164,51.917,53.341,55.823,1301.476,1269.692,1302.009,1289.525,4.072,2.792,23.068,21.036,2.141,52.046
755,0.645667095,0.645667095,0.296514047,0.409097073,0.637228895,3.628,0.134,70.70085,29.085,38.002,45.696,51.714,53.167,55.632,1301.367,1268.001,1304.748,1290.292,4.004,2.793,23.011,21.038,2.141,52.065
755.5,0.645538291,0.645538291,0.199981326,0.509992773,0.636971008,3.628,0.134,70.70085,29.085,38.002,45.696,51.714,53.167,55.632,1301.367,1268.001,1304.748,1290.292,4.004,2.793,23.011,21.038,2.141,52.065
756,0.645311686,0.645311686,0.145692071,0.579371904,0.636607978,3.628,0.134,70.70066,28.066,38.806,45.988,51.341,53.019,55.697,1299.444,1267.872,1295.061,1282.567,4.237,2.793,23.067,21.036,2.139,52.069
756.5,0.645014022,0.645014022,0.14555335,0.616359307,0.636143043,3.628,0.134,70.70066,28.066,38.806,45.988,51.341,53.019,55.697,1299.444,1267.872,1295.061,1282.567,4.237,2.793,23.067,21.036,2.139,52.069
757,0.644648911,0.644648911,0.199515344,0.631534525,0.635623106,3.627,0.128,70.70066,28.066,39.853,44.203,51.984,53.157,55.684,1298.428,1265.393,1297.106,1284.734,4.059,2.793,23.067,21.034,2.141,52.005
757.5,0.644215423,0.644215423,0.295605814,0.636157168,0.635143103,3.627,0.128,70.70066,28.066,39.853,44.203,51.984,53.157,55.684,1298.428,1265.393,1297.106,1284.734,4.059,2.793,23.067,21.034,2.141,52.005
758,0.643737769,0.643737769,0.408879291,0.636989965,0.634795711,3.625,0.122,70.70071,28.071,39.919,44.109,51.087,53.337,55.731,1296.495,1263.288,1294.911,1279.312,4.958,2.792,23.127,21.036,2.141,52.017
758.5,0.643256178,0.643256178,0.509615611,0.63682447,0.63460976,3.625,0.122,70.70071,28.071,39.919,44.109,51.087,53.337,55.731,1296.495,1263.288,1294.911,1279.312,4.958,2.792,23.127,21.036,2.141,52.017
759,0.642797075,0.642797075,0.578849259,0.636517772,0.634540196,3.625,0.122,70.70081,28.081,39.723,44.253,51.868,53.278,55.746,1302.499,1270.716,1304.285,1291.635,4.122,2.794,23.113,21.036,2.208,52.044
759.5,0.642380243,0.642380243,0.615791019,0.636277412,0.634522668,3.625,0.122,70.70081,28.081,39.723,44.253,51.868,53.278,55.746,1302.499,1270.716,1304.285,1291.635,4.122,2.794,23.113,21.036,2.208,52.044
760,0.642050505,0.642050505,0.63109159,0.636156291,0.63453374,3.624,0.117,70.70076,28.076,38.709,45.982,51.149,53.241,55.761,1297.438,1265.711,1298.504,1285.875,4.255,2.795,23.017,21.034,2.208,52.005
760.5,0.641866142,0.641866142,0.636018637,0.636154982,0.634588863,3.624,0.117,70.70076,28.076,38.709,45.982,51.149,53.241,55.761,1297.438,1265.711,1298.504,1285.875,4.255,2.795,23.017,21.034,2.208,52.005
761,0.641848421,0.641848421,0.637275096,0.636269255,0.63469193,3.625,0.121,70.70095,28.095,39.774,45.049,51.417,53.168,55.719,1301.413,1268.351,1305.805,1291.148,4.122,2.795,23.128,21.036,2.204,52.038
761.5,0.641967589,0.641967589,0.637573228,0.636483321,0.634811097,3.625,0.121,70.70095,28.095,39.774,45.049,51.417,53.168,55.719,1301.413,1268.351,1305.805,1291.148,4.122,2.795,23.128,21.036,2.204,52.038
762,0.6421823,0.6421823,0.637718984,0.636747575,0.634905022,3.625,0.119,70.70081,28.081,39.754,46.244,51.226,53.186,55.671,1300.389,1268.043,1296.521,1283.594,4.433,2.794,23.067,21.038,2.192,52.042
762.5,0.642469455,0.642469455,0.637885819,0.636970127,0.634952689,3.625,0.119,70.70081,28.081,39.754,46.244,51.226,53.186,55.671,1300.389,1268.043,1296.521,1283.594,4.433,2.794,23.067,21.038,2.192,52.042
763,0.642808183,0.642808183,0.638067574,0.63705083,0.634950607,3.625,0.124,70.70076,28.076,39.618,45.703,51.824,53.221,55.807,1302.459,1270.204,1299.797,1286.073,4.338,2.794,23.017,21.036,2.196,51.036
763.5,0.64315149,0.64315149,0.638187614,0.636948755,0.634894612,3.625,0.124,70.70076,28.076,39.618,45.703,51.824,53.221,55.807,1302.459,1270.204,1299.797,1286.073,4.338,2.794,23.017,21.036,2.196,51.036
764,0.643424407,0.643424407,0.638207416,0.636726934,0.634777989,3.626,0.122,70.70071,28.071,39.873,46.639,51.622,53.229,55.735,1302.435,1269.009,1304.026,1291.521,4.065,2.795,23.111,21.036,2.209,52.046
764.5,0.643553212,0.643553212,0.638160901,0.636521475,0.634611154,3.626,0.122,70.70071,28.071,39.873,46.639,51.622,53.229,55.735,1302.435,1269.009,1304.026,1291.521,4.065,2.795,23.111,21.036,2.209,52.046
765,0.643510996,0.643510996,0.638116536,0.636454345,0.634438742,3.626,0.122,70.70061,28.061,39.836,45.651,51.853,53.176,55.614,1301.335,1269.579,1299.026,1286.388,4.907,2.795,23.149,21.039,2.196,52.027
765.5,0.643352768,0.643352768,0.638124864,0.636565185,0.634327466,3.626,0.122,70.70061,28.061,39.836,45.651,51.853,53.176,55.614,1301.335,1269.579,1299.026,1286.388,4.907,2.795,23.149,21.039,2.196,52.027
766,0.643195861,0.643195861,0.638196224,0.636802577,0.634327333,3.626,0.122,70.7009,28.009,39.685,46.037,51.536,53.092,55.744,1295.482,1263.549,1303.114,1290.551,4.078,2.795,23.091,21.036,2.172,52.001
766.5,0.643131973,0.643131973,0.638299609,0.637055704,0.634437736,3.626,0.122,70.7009,28.009,39.685,46.037,51.536,53.092,55.744,1295.482,1263.549,1303.114,1290.551,4.078,2.795,23.091,21.036,2.172,52.001
767,0.643145329,0.643145329,0.638375947,0.637199038,0.634605715,3.627,0.128,70.70071,28.071,39.596,46.222,51.371,53.135,55.691,1303.442,1271.399,1304.423,1290.578,4.951,2.813,23.171,21.038,2.135,52.031
767.5,0.643135413,0.643135413,0.638375074,0.637142169,0.634755022,3.627,0.128,70.70071,28.071,39.596,46.222,51.371,53.135,55.691,1303.442,1271.399,1304.423,1290.578,4.951,2.813,23.171,21.038,2.135,52.031
768,0.643025565,0.643025565,0.638294304,0.636875365,0.634817519,3.626,0.122,70.70076,28.076,39.628,46.051,51.172,53.017,55.702,1302.423,1268.009,1300.919,1285.015,4.939,2.796,23.149,21.039,2.135,52.029
768.5,0.642832716,0.642832716,0.638174264,0.636484232,0.634743122,3.626,0.122,70.70076,28.076,39.628,46.051,51.172,53.017,55.702,1302.423,1268.009,1300.919,1285.015,4.939,2.796,23.149,21.039,2.135,52.029
769,0.642590199,0.642590199,0.638053143,0.636107914,0.634498998,3.625,0.119,70.70081,28.081,38.699,46.098,51.004,53.168,55.745,1297.495,1265.767,1300.846,1287.072,4.648,2.795,23.089,21.036,2.141,51.053
769.5,0.642160802,0.642160802,0.637931514,0.635850463,0.634083039,3.625,0.119,70.70081,28.081,38.699,46.098,51.004,53.168,55.745,1297.495,1265.767,1300.846,1287.072,4.648,2.795,23.089,21.036,2.141,51.053
770,0.640696005,0.640696005,0.637781315,0.635704544,0.63354262,3.625,0.117,70.7009,28.009,39.708,45.298,51.171,53.122,55.669,1302.431,1270.083,1305.967,1291.718,4.749,2.794,23.128,21.036,2.139,52.004
770.5,0.635390314,0.635390314,0.637579423,0.635557653,0.632966845,3.625,0.117,70.7009,28.009,39.708,45.298,51.171,53.122,55.669,1302.431,1270.083,1305.967,1291.718,4.749,2.794,23.128,21.036,2.139,52.004
771,0.619545217,0.619545217,0.637323874,0.635288749,0.632454035,3.623,0.113,70.70076,28.076,38.712,46.939,51.166,53.013,55.615,1301.427,1269.806,1297.943,1283.062,4.831,2.794,23.148,21.038,2.137,52.027
771.5,0.582133995,0.582133995,0.637018318,0.634880961,0.632084435,3.623,0.113,70.70076,28.076,38.712,46.939,51.166,53.013,55.615,1301.427,1269.806,1297.943,1283.062,4.831,2.794,23.148,21.038,2.137,52.027
772,0.513346952,0.513346952,0.636657505,0.634453017,0.631898098,3.623,0.011,70.70071,28.071,38.688,46.933,51.041,53.115,55.666,1301.351,1269.237,1304.026,1290.578,4.004,2.795,23.017,21.036,2.137,52.052
772.5,0.416458357,0.416458357,0.636249438,0.634173597,0.631863198,3.623,0.011,70.70071,28.071,38.688,46.933,51.041,53.115,55.666,1301.351,1269.237,1304.026,1290.578,4.004,2.795,23.017,21.036,2.137,52.052
773,0.31564631,0.31564631,0.635850488,0.634133246,0.631872189,3.622,0.109,70.70071,28.071,38.927,45.839,51.304,53.167,55.685,1298.438,1266.905,1305.472,1292.718,4.375,2.793,23.091,21.038,2.198,52.046
773.5,0.246617838,0.246617838,0.635554412,0.634291911,0.63181532,3.622,0.109,70.70071,28.071,38.927,45.839,51.304,53.167,55.685,1298.438,1266.905,1305.472,1292.718,4.375,2.793,23.091,21.038,2.198,52.046
774,0.232315416,0.232315416,0.635431276,0.634533735,0.631683059,3.622,0.107,70.70081,29.081,38.012,45.981,51.284,53.254,55.071,1298.495,1266.905,1294.756,1281.054,4.952,2.794,23.127,20.036,2.898,51.056
774.5,0.264211213,0.264211213,0.635477792,0.634757438,0.631581263,3.622,0.107,70.70081,29.081,38.012,45.981,51.284,53.254,55.071,1298.495,1266.905,1294.756,1281.054,4.952,2.794,23.127,20.036,2.898,51.056
775,0.309498169,0.309498169,0.635625491,0.634927919,0.631635188,3.623,0.109,70.7009,29.009,38.092,46.083,51.114,53.196,55.767,1299.444,1267.929,1300.667,1288.586,4.502,2.806,23.089,21.036,2.134,51.057
775.5,0.341807649,0.341807649,0.635793198,0.635073222,0.631883596,3.623,0.109,70.7009,29.009,38.092,46.083,51.114,53.196,55.767,1299.444,1267.929,1300.667,1288.586,4.502,2.806,23.089,21.036,2.134,51.057
776,0.36505173,0.36505173,0.635938832,0.635248,0.632259982,3.624,0.112,70.70071,29.071,39.119,45.081,51.005,53.259,55.794,1297.461,1265.938,1297.096,1285.563,4.255,2.794,23.046,21.036,2.139,52.031
776.5,0.40216644,0.40216644,0.636075371,0.635489232,0.632660593,3.624,0.112,70.70071,29.071,39.119,45.081,51.005,53.259,55.794,1297.461,1265.938,1297.096,1285.563,4.255,2.794,23.046,21.036,2.139,52.031
777,0.462991654,0.462991654,0.636245851,0.635785048,0.633021474,3.624,0.114,70.70081,29.081,38.118,46.788,51.443,53.277,55.075,1298.045,1265.507,1301.732,1288.042,4.217,2.795,23.171,21.036,2.202,52.004
777.5,0.532255243,0.532255243,0.636478319,0.636073233,0.633334921,3.624,0.114,70.70081,29.081,38.118,46.788,51.443,53.277,55.075,1298.045,1265.507,1301.732,1288.042,4.217,2.795,23.171,21.036,2.202,52.004
778,0.587769251,0.587769251,0.636749355,0.63627499,0.633615183,3.624,0.117,70.70081,29.081,38.121,45.883,51.023,53.187,55.764,1298.437,1266.848,1295.529,1282.738,4.806,2.795,23.047,21.036,2.202,52.039
778.5,0.620339705,0.620339705,0.63698198,0.636348514,0.633873071,3.624,0.117,70.70081,29.081,38.121,45.883,51.023,53.187,55.764,1298.437,1266.848,1295.529,1282.738,4.806,2.795,23.047,21.036,2.202,52.039
779,0.634705584,0.634705584,0.637091962,0.636324019,0.634117329,3.625,0.117,70.7009,29.009,39.105,46.616,51.371,53.244,55.786,1299.483,1268.645,1296.008,1283.365,4.661,2.794,23.148,21.038,2.141,52.031
779.5,0.639584339,0.639584339,0.637062975,0.636286268,0.634350669,3.625,0.117,70.7009,29.009,39.105,46.616,51.371,53.244,55.786,1299.483,1268.645,1296.008,1283.365,4.661,2.794,23.148,21.038,2.141,52.031
780,0.640972322,0.640972322,0.636986921,0.63631548,0.634552494,3.625,0.117,70.7009,29.009,39.107,44.097,51.659,53.215,55.736,1296.433,1264.744,1294.935,1281.094,4.553,2.793,23.126,21.036,2.137,52.004
780.5,0.641464891,0.641464891,0.637013493,0.636435956,0.634681298,3.625,0.117,70.7009,29.009,39.107,44.097,51.659,53.215,55.736,1296.433,1264.744,1294.935,1281.094,4.553,2.793,23.126,21.036,2.137,52.004
781,0.641823964,0.641823964,0.637239964,0.636610718,0.63471051,3.626,0.121,70.70076,29.076,38.139,45.789,51.579,53.197,55.771,1299.459,1267.417,1295.553,1282.453,4.123,2.793,23.126,21.038,2.132,52.038
781.5,0.642176036,0.642176036,0.637638988,0.636778425,0.63466443,3.626,0.121,70.70076,29.076,38.139,45.789,51.579,53.197,55.771,1299.459,1267.417,1295.553,1282.453,4.123,2.793,23.126,21.038,2.132,52.038
782,0.642496498,0.642496498,0.63808022,0.636897264,0.634612939,3.626,0.123,70.70071,29.071,38.144,44.681,51.981,53.205,55.761,1300.047,1268.001,1301.236,1287.498,4.819,2.793,23.017,21.038,2.141,51.027
782.5,0.642737294,0.642737294,0.638415199,0.636961587,0.634621267,3.626,0.123,70.70071,29.071,38.144,44.681,51.981,53.205,55.761,1300.047,1268.001,1301.236,1287.498,4.819,2.793,23.017,21.038,2.141,51.027
783,0.64288521,0.64288521,0.638558817,0.63698845,0.634699754,3.625,0.122,70.70066,29.066,38.116,44.836,51.975,53.025,55.741,1300.435,1268.953,1299.805,1285.901,4.426,2.793,23.081,21.036,2.135,52.042
783.5,0.642958298,0.642958298,0.638520193,0.636996778,0.634802702,3.625,0.122,70.70066,29.066,38.116,44.836,51.975,53.025,55.741,1300.435,1268.953,1299.805,1285.901,4.426,2.793,23.081,21.036,2.135,52.042
784,0.642985361,0.642985361,0.638376859,0.636996844,0.634869898,3.626,0.124,70.70105,29.105,38.018,45.627,51.006,53.203,55.732,1299.471,1266.133,1300.586,1286.757,4.736,2.797,23.088,21.036,2.141,52.005
784.5,0.642986234,0.642986234,0.638219225,0.636988953,0.634862007,3.626,0.124,70.70105,29.105,38.018,45.627,51.006,53.203,55.732,1299.471,1266.133,1300.586,1286.757,4.736,2.797,23.088,21.036,2.141,52.005
785,0.642963736,0.642963736,0.638104952,0.63696424,0.634770097,3.626,0.125,70.70076,29.076,39.156,44.135,51.922,53.019,55.808,1298.473,1265.507,1294.391,1281.312,4.439,2.794,23.106,21.034,2.204,52.061
785.5,0.642908177,0.642908177,0.638049829,0.636908244,0.634619046,3.626,0.125,70.70076,29.076,39.156,44.135,51.922,53.019,55.808,1298.473,1265.507,1294.391,1281.312,4.439,2.794,23.106,21.034,2.204,52.061
786,0.642814319,0.642814319,0.638049896,0.636814253,0.63447128,3.625,0.122,70.70105,29.105,38.148,45.881,51.088,53.019,55.693,1296.399,1265.063,1296.022,1282.422,4.066,2.795,23.126,21.038,2.213,52.034
786.5,0.64270348,0.64270348,0.638105455,0.636702977,0.634407672,3.625,0.122,70.70105,29.105,38.148,45.881,51.088,53.019,55.693,1296.399,1265.063,1296.022,1282.422,4.066,2.795,23.126,21.038,2.213,52.034
787,0.642627142,0.642627142,0.638222078,0.63662449,0.634474734,3.625,0.119,70.701,29.001,39.176,45.211,51.383,53.237,55.642,1296.416,1263.402,1294.456,1281.483,4.496,2.793,23.126,21.038,2.223,52.044
787.5,0.64263547,0.64263547,0.638389349,0.63662449,0.634632526,3.625,0.119,70.701,29.001,39.176,45.211,51.383,53.237,55.642,1296.416,1263.402,1294.456,1281.483,4.496,2.793,23.126,21.038,2.223,52.044
788,0.642738737,0.642738737,0.638563977,0.636702977,0.634762638,3.626,0.126,70.70071,29.071,39.223,46.091,51.174,53.156,55.594,1303.288,1270.342,1300.854,1287.414,4.591,2.796,23.091,21.036,2.139,52.027
788.5,0.642906008,0.642906008,0.638684017,0.636814253,0.634754747,3.626,0.126,70.70071,29.071,39.223,46.091,51.174,53.156,55.594,1303.288,1270.342,1300.854,1287.414,4.591,2.796,23.091,21.036,2.139,52.027
789,0.643093992,0.643093992,0.638710946,0.636908311,0.634599988,3.626,0.123,70.70095,28.095,38.728,46.748,51.202,53.062,55.651,1300.422,1267.213,1297.838,1284.392,4.023,2.795,23.068,21.036,2.143,52.048
789.5,0.643261263,0.643261263,0.638663994,0.636964743,0.634394529,3.626,0.123,70.70095,28.095,38.728,46.748,51.202,53.062,55.651,1300.422,1267.213,1297.838,1284.392,4.023,2.795,23.068,21.036,2.143,52.048
790,0.64336453,0.64336453,0.638610287,0.636991605,0.634260471,3.626,0.124,70.70076,28.076,39.091,44.325,51.912,53.098,55.059,1300.313,1268.384,1294.464,1281.312,4.838,2.815,23.089,21.036,2.139,52.067
790.5,0.643372858,0.643372858,0.638610287,0.637007825,0.634277999,3.626,0.124,70.70076,28.076,39.091,44.325,51.912,53.098,55.059,1300.313,1268.384,1294.464,1281.312,4.838,2.815,23.089,21.036,2.139,52.067
791,0.643296453,0.643296453,0.638664061,0.637032672,0.634470414,3.625,0.122,70.70081,29.081,38.038,45.916,51.799,53.149,55.546,1299.254,1267.929,1299.724,1286.844,4.622,2.796,23.046,21.036,2.065,53.039
791.5,0.643185177,0.643185177,0.638711449,0.637081212,0.63480583,3.625,0.122,70.70081,29.081,38.038,45.916,51.799,53.149,55.546,1299.254,1267.929,1299.724,1286.844,4.622,2.796,23.046,21.036,2.065,53.039
792,0.64308917,0.64308917,0.638686736,0.637152639,0.635200414,3.626,0.123,70.70085,29.085,39.038,45.013,51.001,53.148,55.701,1298.451,1265.336,1295.448,1283.453,4.433,2.796,23.127,21.036,2.135,52.042
792.5,0.643025283,0.643025283,0.638575461,0.637216248,0.635551177,3.626,0.123,70.70085,29.085,39.038,45.013,51.001,53.148,55.701,1298.451,1265.336,1295.448,1283.453,4.433,2.796,23.127,21.036,2.135,52.042
793,0.642977939,0.642977939,0.638427762,0.637225523,0.635790802,3.626,0.125,70.70081,29.081,39.046,46.045,51.003,53.205,55.729,1299.044,1267.986,1299.325,1286.388,4.224,2.793,23.068,21.036,2.141,52.035
793.5,0.64292238,0.64292238,0.638324814,0.637170243,0.635911557,3.626,0.125,70.70081,29.081,39.046,46.045,51.003,53.205,55.729,1299.044,1267.986,1299.325,1286.388,4.224,2.793,23.068,21.036,2.141,52.035
794,0.642853168,0.642853168,0.638326963,0.63710726,0.635938553,3.626,0.123,70.70095,29.095,38.007,45.827,51.097,53.143,55.705,1298.452,1265.336,1299.391,1285.331,4.996,2.816,23.068,21.036,2.204,52.053
794.5,0.64280578,0.64280578,0.638438675,0.63710726,0.635891322,3.626,0.123,70.70095,29.095,38.007,45.827,51.097,53.143,55.705,1298.452,1265.336,1299.391,1285.331,4.996,2.816,23.068,21.036,2.204,52.053
795,0.642845997,0.642845997,0.638611221,0.63717031,0.635774833,3.625,0.124,70.70061,29.061,38.116,45.843,51.582,53.159,55.679,1299.359,1266.246,1294.415,1281.426,4.781,2.793,23.128,21.038,2.139,52.025
795.5,0.643013269,0.643013269,0.638778492,0.637226027,0.635600107,3.625,0.124,70.70061,29.061,38.116,45.843,51.582,53.159,55.679,1299.359,1266.246,1294.415,1281.426,4.781,2.793,23.128,21.038,2.139,52.025
796,0.643264302,0.643264302,0.638897197,0.637218967,0.635402982,3.626,0.126,70.70081,29.081,38.108,45.093,51.168,53.242,55.727,1299.046,1267.417,1298.061,1284.875,4.857,2.795,23.068,21.036,2.139,52.042
796.5,0.643487289,0.643487289,0.638961084,0.637164123,0.63523571,3.626,0.126,70.70081,29.081,38.108,45.093,51.168,53.242,55.727,1299.046,1267.417,1298.061,1284.875,4.857,2.795,23.068,21.036,2.139,52.042
797,0.643583497,0.643583497,0.638985864,0.637119758,0.635141652,3.627,0.125,70.70076,29.076,39.147,45.073,51.053,53.203,55.727,1298.442,1266.962,1304.244,1291.178,4.092,2.795,23.011,21.036,2.141,52.004
797.5,0.643536981,0.643536981,0.638986301,0.637136414,0.635141216,3.627,0.125,70.70076,29.076,39.147,45.073,51.053,53.203,55.727,1298.442,1266.962,1304.244,1291.178,4.092,2.795,23.011,21.036,2.141,52.004
798,0.643416278,0.643416278,0.638963736,0.637234637,0.635232991,3.626,0.123,70.70071,29.071,38.139,44.943,51.613,53.017,55.649,1298.384,1267.848,1295.325,1281.282,4.781,2.795,23.127,21.036,2.189,52.042
798.5,0.643322095,0.643322095,0.638908177,0.637402345,0.635391498,3.626,0.123,70.70071,29.071,38.139,44.943,51.613,53.017,55.649,1298.384,1267.848,1295.325,1281.282,4.781,2.795,23.127,21.036,2.189,52.042
799,0.64332646,0.64332646,0.638814253,0.637597588,0.635561694,3.626,0.128,70.70105,29.105,38.147,45.624,51.579,53.333,55.794,1297.488,1265.767,1301.789,1287.042,4.705,2.795,23.068,21.036,2.139,52.041
799.5,0.643438608,0.643438608,0.638702977,0.63776486,0.635672097,3.626,0.128,70.70105,29.105,38.147,45.624,51.579,53.333,55.794,1297.488,1265.767,1301.789,1287.042,4.705,2.795,23.068,21.036,2.139,52.041
800,0.643611221,0.643611221,0.63862449,0.637861,0.635669881,3.627,0.128,70.70105,29.105,38.128,44.865,51.955,53.022,55.069,1302.381,1270.261,1300.057,1286.015,4.508,2.794,23.068,21.036,2.209,52.042
800.5,0.643778492,0.643778492,0.63862449,0.637869765,0.635550278,3.627,0.128,70.70105,29.105,38.128,44.865,51.955,53.022,55.069,1302.381,1270.261,1300.057,1286.015,4.508,2.794,23.068,21.036,2.209,52.042
801,0.643897264,0.643897264,0.63870291,0.637802702,0.635353019,3.626,0.128,70.7009,29.009,38.141,46.775,51.289,53.178,55.686,1301.378,1268.351,1302.862,1289.981,4.641,2.815,23.009,21.036,2.141,53.045
801.5,0.643961587,0.643961587,0.638813749,0.637699754,0.635129752,3.626,0.128,70.7009,29.009,38.141,46.775,51.289,53.178,55.686,1301.378,1268.351,1302.862,1289.981,4.641,2.815,23.009,21.036,2.141,53.045
802,0.64398845,0.64398845,0.638905525,0.637621267,0.634916922,3.626,0.126,70.70095,29.095,38.174,45.725,51.542,53.217,55.726,1301.438,1268.018,1298.577,1285.818,4.312,2.797,23.149,21.038,2.137,52.042
802.5,0.643996778,0.643996778,0.638952756,0.637612939,0.634740886,3.626,0.126,70.70095,29.095,38.174,45.725,51.542,53.217,55.726,1301.438,1268.018,1298.577,1285.818,4.312,2.797,23.149,21.038,2.137,52.042
