Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
837,0.652452497,0.648347757,0.642640074,0.647967635,0.642898376,3.236,0.70247,70.247,27.598,40.996,42.316,51.577,53.791,55.426,1303.797,1272.845,1305.775,1293.401,4.795,2.09,23.038,21.255,1.967,49.902
837.5,0.652455177,0.648393253,0.642582707,0.647942758,0.642962557,3.234,0.70247,70.247,27.615,41.776,42.206,51.538,53.805,55.439,1301.01,1270.512,1303.551,1291.008,4.795,2.149,23.036,21.185,1.957,49.784
838,0.652450328,0.648346687,0.642461241,0.647900078,0.642983023,3.239,0.70247,70.247,27.677,40.948,42.209,51.639,53.853,55.452,1298.734,1267.212,1297.962,1284.572,4.796,2.149,23.036,21.185,1.959,49.438
838.5,0.652472007,0.648243647,0.642382587,0.647874486,0.642983109,3.229,0.70251,70.251,27.868,41.406,42.279,51.638,53.882,55.492,1296.857,1266.699,1296.765,1283.319,4.796,2.128,23.036,21.257,1.964,49.566
839,0.652543847,0.64816263,0.642447118,0.647927262,0.643005312,3.232,0.70237,70.237,27.986,41.759,42.25,51.595,53.366,55.29,1299.133,1267.781,1295.225,1282.237,4.795,2.129,23.038,21.257,1.959,49.887
839.5,0.652655097,0.648160312,0.642653818,0.648073591,0.643073961,3.234,0.70232,70.232,27.997,41.133,42.272,51.595,53.798,55.464,1300.327,1270.854,1301.213,1288.787,4.796,2.089,23.036,21.194,1.971,49.777
840,0.652765441,0.648239877,0.642890622,0.64825037,0.643174099,3.237,0.70237,70.237,27.937,41.321,42.203,51.521,53.756,55.425,1299.019,1268.065,1295.624,1283.262,4.793,2.13,23.036,21.194,1.97,49.718
840.5,0.652842816,0.648378588,0.643032579,0.648377726,0.643275215,3.239,0.70251,70.251,27.893,41.177,42.389,51.614,53.802,55.471,1302.887,1271.992,1305.376,1293.116,4.797,2.09,23.093,21.257,1.982,49.598
841,0.652888744,0.648562036,0.643047251,0.648431431,0.643364435,3.235,0.70251,70.251,27.864,41.112,42.308,51.539,53.708,55.402,1301.294,1270.228,1297.62,1284.116,4.802,2.129,23.036,21.187,1.966,49.993
841.5,0.652921135,0.648773894,0.642993477,0.648436679,0.643445443,3.233,0.70247,70.247,27.85,41.389,42.241,51.6,53.755,55.389,1300.782,1269.716,1297.62,1285.426,4.795,2.011,23.041,21.187,1.996,49.919
842,0.652945891,0.648969209,0.64293155,0.648417285,0.643513492,3.24,0.70247,70.247,27.894,41.4,42.284,51.661,53.562,55.403,1300.27,1268.862,1303.437,1291.122,4.795,2.09,23.036,21.255,1.964,50.018
842.5,0.652959517,0.649093021,0.642868886,0.648383151,0.643550926,3.24,0.70232,70.232,27.959,41.375,42.334,51.663,53.791,55.417,1300.612,1268.976,1295.51,1283.148,4.797,2.128,23.041,21.257,1.985,49.944
843,0.65296773,0.649126732,0.642794809,0.648351541,0.643549369,3.232,0.70237,70.237,27.894,41.405,42.172,51.495,53.555,55.06,1298.734,1268.293,1295.567,1282.18,4.794,2.13,23.038,21.194,1.966,50.545
843.5,0.652979159,0.649089264,0.642726643,0.648342027,0.643520278,3.24,0.70251,70.251,27.928,41.477,42.238,51.62,53.79,55.483,1298.222,1267.724,1294.426,1281.952,4.777,2.131,23.039,21.191,1.991,49.529
844,0.652985148,0.649001697,0.642700052,0.648352622,0.643484523,3.233,0.70251,70.251,27.862,41.303,42.126,51.581,53.762,55.461,1298.848,1267.838,1295.396,1282.806,4.796,2.048,23.038,21.198,1.989,49.623
844.5,0.652965731,0.648883939,0.642734439,0.648365557,0.643466077,3.241,0.70237,70.237,27.83,41.338,42.175,51.568,53.749,55.513,1303.171,1272.276,1301.156,1288.331,4.796,2.068,23.038,21.255,1.985,49.663
845,0.652921208,0.648781015,0.642823964,0.648375483,0.643494235,3.234,0.70247,70.247,27.824,41.313,42.269,51.632,53.73,55.456,1295.663,1265.391,1296.308,1282.521,4.796,2.111,23.036,21.257,1.988,49.673
845.5,0.652886334,0.648748196,0.642945233,0.648394151,0.643588729,3.233,0.70242,70.242,27.823,41.511,42.292,51.573,53.737,55.41,1301.237,1270.683,1296.137,1283.661,4.797,2.133,23.036,21.187,1.993,49.962
846,0.652904104,0.648799033,0.643060092,0.648430753,0.643730429,3.24,0.70256,70.256,27.8,41.22,42.221,51.61,53.791,55.458,1300.327,1269.147,1295.225,1282.009,4.793,2.047,23.038,21.247,1.999,49.818
846.5,0.652990847,0.648896999,0.643130242,0.64848422,0.643862316,3.236,0.70251,70.251,27.793,41.644,42.406,51.555,53.739,55.424,1302.716,1271.878,1300.985,1288.844,4.796,2.15,23.038,21.259,1.994,50.157
847,0.653128342,0.649002124,0.643151344,0.648554192,0.643938098,3.241,0.70256,70.256,27.833,41.429,42.22,51.679,53.821,55.482,1301.237,1270.057,1295.51,1281.952,4.797,2.048,23.036,21.194,1.992,49.921
847.5,0.653274023,0.64910372,0.643164088,0.648645054,0.643966857,3.234,0.70251,70.251,27.821,41.529,42.342,51.506,53.681,55.339,1303.74,1273.87,1299.73,1286.679,4.816,2.091,23.039,20.904,1.982,50.341
848,0.653375443,0.649207407,0.643212676,0.648754202,0.643995945,3.24,0.70247,70.247,27.815,41.3,42.24,51.601,53.788,55.481,1302.432,1270.968,1296.708,1283.433,4.797,2.131,23.036,21.253,1.981,49.877
848.5,0.653398074,0.649309817,0.643297712,0.648864877,0.644050691,3.24,0.70251,70.251,27.83,40.902,42.183,51.596,53.822,55.444,1298.393,1267.382,1298.247,1285.255,4.797,2.133,23.036,21.187,1.992,49.683
849,0.653352079,0.64939233,0.643380344,0.648952186,0.644099658,3.238,0.70251,70.251,27.806,42.405,42.16,51.648,53.835,55.487,1297.028,1266.415,1296.536,1283.148,4.795,2.109,23.034,21.194,1.992,49.969
849.5,0.65327702,0.649434742,0.643421002,0.6489881,0.644079783,3.242,0.70247,70.247,27.807,41.13,42.334,51.613,53.789,55.405,1301.351,1269.886,1304.235,1291.065,4.797,2.17,23.036,21.257,1.993,50.331
850,0.653191918,0.649430088,0.643399739,0.648940829,0.643952178,3.237,0.70242,70.242,27.79,41.384,42.325,51.705,53.868,55.497,1298.336,1268.122,1301.441,1288.787,4.795,2.149,23.041,21.196,1.994,49.702
850.5,0.653077614,0.649385155,0.643311631,0.648790381,0.643738956,3.242,0.70247,70.247,27.841,41.35,42.34,51.517,53.743,55.36,1300.27,1269.26,1303.437,1290.097,4.796,2.171,23.038,21.189,1.997,49.968
851,0.652914859,0.649310393,0.64316348,0.64855763,0.643508965,3.237,0.70247,70.247,27.861,41.188,42.455,51.563,53.775,55.406,1303.911,1272.902,1305.832,1292.774,4.796,2.108,23.038,21.257,1.99,50.252
851.5,0.652721325,0.649216657,0.642979964,0.648307317,0.643325615,3.234,0.70251,70.251,27.838,41.252,42.356,51.603,53.805,55.451,1300.327,1269.488,1296.936,1284.344,4.796,2.127,23.038,21.24,1.993,49.74
852,0.652540361,0.649116562,0.642803721,0.648111335,0.643204816,3.237,0.70247,70.247,27.878,41.383,42.345,51.588,53.791,55.46,1298.621,1267.61,1295.567,1282.863,4.794,2.127,23.039,21.206,1.991,49.836
852.5,0.652409306,0.64902253,0.642674169,0.648008278,0.643120362,3.235,0.70237,70.237,27.897,41.157,42.344,51.568,53.82,55.452,1302.147,1270.967,1301.783,1288.958,4.81,2.17,23.036,21.261,1.995,49.81
853,0.652350796,0.648945412,0.642596546,0.647988548,0.643043529,3.231,0.70247,70.247,27.83,41.765,42.319,51.615,53.764,55.469,1301.692,1271.195,1305.604,1292.261,4.796,2.149,23.036,21.261,1.986,49.785
853.5,0.652379402,0.648891782,0.642540601,0.64800403,0.642971177,3.24,0.70251,70.251,27.8,40.9,42.354,51.509,53.74,55.386,1300.327,1268.919,1299.787,1286.224,4.796,2.047,23.039,21.242,1.993,49.977
854,0.65248955,0.648860642,0.642484523,0.648002208,0.642920904,3.231,0.70256,70.256,27.775,41.328,42.353,51.599,53.795,55.473,1300.896,1269.886,1294.997,1281.553,4.797,2.11,23.036,21.261,1.988,49.827
854.5,0.652627189,0.648839666,0.642445754,0.647971067,0.642907624,3.235,0.70247,70.247,27.78,40.898,42.31,51.583,53.779,55.502,1299.701,1268.065,1301.156,1288.331,4.796,2.149,23.039,21.196,1.989,49.861
855,0.652698856,0.648806395,0.642447058,0.647953048,0.642927253,3.236,0.70251,70.251,27.712,41.16,42.318,51.557,53.818,55.443,1300.043,1269.26,1296.536,1284.287,4.796,2.027,23.038,21.185,1.989,49.936
855.5,0.652641754,0.648744762,0.642465621,0.648002355,0.6429618,3.235,0.70251,70.251,27.712,41.258,42.212,51.657,53.791,55.449,1298.393,1268.521,1294.312,1282.635,4.795,2.129,23.036,21.183,1.991,49.652
856,0.652482905,0.648664031,0.642441072,0.648119208,0.642996004,3.235,0.70247,70.247,27.716,40.92,42.191,51.57,53.79,55.409,1298.621,1267.61,1298.875,1285.312,4.794,2.128,23.036,21.191,1.996,49.922
856.5,0.652309222,0.648586358,0.642332227,0.648231589,0.643022149,3.233,0.70251,70.251,27.766,40.889,42.168,51.509,53.735,55.366,1301.067,1270.512,1294.94,1282.351,4.796,2.11,23.036,21.196,1.997,49.892
857,0.652184683,0.648513072,0.642156716,0.648255694,0.643027888,3.237,0.70247,70.247,27.858,40.765,42.099,51.564,53.66,55.51,1301.237,1270.057,1302.296,1289.983,4.795,2.148,23.038,21.255,1.954,49.428
857.5,0.652112903,0.648427985,0.641985506,0.648179258,0.642992571,3.232,0.70251,70.251,27.884,41.171,42.304,51.588,53.782,55.451,1299.303,1268.862,1294.54,1282.009,4.795,2.129,22.965,21.192,2.001,49.912
858,0.652075417,0.648344958,0.6419057,0.64807934,0.642913365,3.236,0.70251,70.251,27.896,40.711,42.256,51.567,53.259,55.348,1302.147,1271.309,1300.186,1287.819,4.796,2.131,23.036,21.115,1.966,50.116
858.5,0.652082453,0.648325776,0.641970741,0.648057793,0.642836286,3.228,0.70256,70.256,27.957,41.059,42.253,51.59,53.824,55.459,1296.459,1266.586,1303.437,1291.065,4.803,2.171,23.038,21.196,1.989,49.978
859,0.65216703,0.648428855,0.642162052,0.648162907,0.642837233,3.232,0.70251,70.251,27.94,41.563,42.457,51.507,53.733,55.344,1299.645,1268.862,1294.312,1281.952,4.795,2.09,23.041,21.23,1.99,50.276
859.5,0.652332752,0.648650645,0.642395825,0.648367407,0.642953551,3.236,0.70242,70.242,27.957,41.593,42.247,51.54,53.636,55.276,1299.701,1268.748,1306.003,1292.375,4.797,2.091,23.039,21.257,1.996,50.267
860,0.6525243,0.648925536,0.642581261,0.648599418,0.643138641,3.236,0.70251,70.251,27.971,41.193,42.334,51.675,53.842,55.464,1299.986,1269.886,1303.665,1292.147,4.795,2.068,23.038,21.255,1.997,50.051
860.5,0.652658298,0.64916709,0.642682682,0.648778445,0.643294298,3.238,0.70247,70.247,27.974,41.864,42.399,51.598,53.815,55.437,1299.645,1268.919,1303.38,1290.951,4.798,2.069,23.036,21.204,1.997,49.989
861,0.652681298,0.649300901,0.64272313,0.64884506,0.643348448,3.239,0.70247,70.247,27.975,41.166,42.353,51.624,53.856,55.487,1301.18,1269.659,1295.054,1282.863,4.797,2.128,23.038,21.257,2.005,49.731
861.5,0.652604706,0.649286071,0.642733518,0.648797834,0.643304275,3.238,0.70237,70.237,27.986,41.174,42.379,51.674,53.806,55.431,1301.124,1269.886,1300.129,1286.622,4.796,2.067,22.998,21.259,2.007,49.879
862,0.652490934,0.649134971,0.642714174,0.648703842,0.64321871,3.235,0.70242,70.242,27.98,41.312,42.363,51.621,53.809,55.422,1300.327,1269.772,1297.677,1284.059,4.792,2.127,23.036,21.257,1.997,50.138
862.5,0.652398589,0.648908487,0.642646563,0.648641369,0.643138649,3.235,0.70242,70.242,27.925,41.337,42.379,51.7,53.852,55.48,1300.612,1268.919,1303.494,1290.553,4.796,2.069,23.036,21.187,1.993,49.784
863,0.652333384,0.648678531,0.642521803,0.648624081,0.643063309,3.234,0.70247,70.247,27.873,41.178,42.449,51.631,53.018,55.261,1301.749,1270.683,1305.775,1293.173,4.794,2.069,23.039,21.257,1.974,50.476
863.5,0.652259177,0.64849314,0.642348028,0.648596641,0.64296751,3.239,0.70251,70.251,27.887,41.257,42.417,51.774,53.87,55.489,1300.043,1269.033,1305.889,1292.66,4.797,2.13,23.038,21.257,1.989,49.937
864,0.652155752,0.648374254,0.642147744,0.648504018,0.642849965,3.232,0.70247,70.247,27.945,41.374,42.356,51.654,53.814,55.481,1300.953,1270.398,1295.453,1281.952,4.799,2.11,22.963,21.192,1.968,49.854
864.5,0.652043745,0.648326108,0.641958148,0.648348856,0.642745009,3.233,0.70247,70.247,27.96,41.338,42.422,51.662,53.876,55.516,1300.498,1270.171,1297.791,1285.426,4.794,2.068,23.038,21.257,1.997,49.903
865,0.651952234,0.648330601,0.64182027,0.648183878,0.642690082,3.231,0.70247,70.247,27.896,41.524,42.183,51.494,53.611,55.189,1299.417,1269.203,1301.156,1289.698,4.797,2.068,23.036,21.257,1.985,50.368
865.5,0.651891178,0.648353979,0.641757405,0.64806914,0.642698254,3.234,0.70247,70.247,27.933,41.531,42.425,51.638,53.813,55.392,1301.067,1269.374,1295.453,1282.806,4.797,2.118,23.036,21.194,2.005,50.141
866,0.651863005,0.648385269,0.641767804,0.648038857,0.642765017,3.234,0.70256,70.256,27.96,40.991,42.339,51.617,53.798,55.418,1302.147,1271.309,1305.547,1292.261,4.796,2.09,23.038,21.194,1.992,49.893
866.5,0.651867085,0.648450879,0.641829824,0.648081533,0.642876485,3.228,0.70242,70.242,28,41.107,42.272,51.599,53.812,55.497,1298.052,1268.464,1300.015,1287.192,4.796,2.068,23.036,21.202,2,49.797
867,0.651876388,0.648557666,0.641899916,0.648135285,0.642989039,3.234,0.70237,70.237,27.931,41.251,42.2,51.683,52.851,55.492,1301.522,1270.797,1303.437,1289.413,4.812,2.17,23.038,21.257,1.984,49.719
867.5,0.651838213,0.648638633,0.641921739,0.648125711,0.643021599,3.239,0.70242,70.242,27.867,41.367,42.2,51.602,53.822,55.447,1302.83,1271.195,1299.673,1286.622,4.797,2.148,23.038,21.257,2.005,49.708
868,0.651723676,0.648602213,0.641867828,0.648031514,0.642910488,3.236,0.70251,70.251,27.905,41.28,42.266,51.593,53.753,55.403,1299.645,1268.521,1299.274,1286.452,4.815,2.068,23.038,21.255,1.998,50.126
868.5,0.651564713,0.648433604,0.641770877,0.647903348,0.642679054,3.227,0.70247,70.247,27.896,41.293,42.276,51.612,53.837,55.481,1302.034,1271.65,1296.594,1283.547,4.794,2.046,23.036,21.257,2.006,49.951
869,0.651432119,0.648212719,0.641695026,0.647813334,0.642430355,3.234,0.70251,70.251,27.891,41.048,42.354,51.602,53.831,55.48,1301.067,1270.342,1303.836,1291.065,4.795,2.068,23.036,21.257,1.998,49.633
869.5,0.651390404,0.648036936,0.641676819,0.647802994,0.642266237,3.228,0.70251,70.251,27.813,41.169,42.42,51.598,53.776,55.44,1301.692,1271.024,1295.567,1283.091,4.796,2.028,23.036,21.187,1.999,50.188
870,0.651466414,0.64794906,0.641700053,0.647873409,0.642221351,3.23,0.70251,70.251,27.748,41.526,42.403,51.639,53.803,55.481,1300.27,1270.228,1305.889,1293.97,4.797,2.068,23.034,21.198,2.002,50.194
870.5,0.651632167,0.647929536,0.641721695,0.647991605,0.642260977,3.232,0.70232,70.232,27.772,41.504,42.177,51.626,53.822,55.482,1301.692,1270.228,1297.848,1284.8,4.796,2.129,23.038,21.192,2.002,49.783
871,0.651812972,0.647930001,0.641712397,0.648099226,0.642317069,3.234,0.70242,70.242,27.738,41.386,42.263,51.586,53.788,55.434,1297.369,1266.017,1304.635,1292.318,4.797,2.068,23.036,21.255,2.002,50.005
871.5,0.651929715,0.647909251,0.641668208,0.648138358,0.642326149,3.231,0.70251,70.251,27.734,41.235,42.281,51.613,53.738,55.349,1300.384,1269.431,1305.718,1292.318,4.797,2.068,23.041,21.189,2.017,50.386
872,0.651944363,0.647853796,0.641590906,0.648083777,0.642256205,3.234,0.70242,70.242,27.836,41.414,42.235,51.578,53.756,55.376,1302.09,1270.797,1303.38,1290.723,4.795,2.171,23.038,21.257,2,50.085
872.5,0.651870972,0.647783414,0.641478113,0.64795781,0.642121521,3.232,0.70247,70.247,27.885,41.395,42.389,51.624,53.684,55.342,1304.081,1272.845,1302.582,1290.667,4.796,2.171,23.038,21.327,1.992,50.254
873,0.651751247,0.647738993,0.641340675,0.647822083,0.641977926,3.229,0.70247,70.247,27.884,41.353,42.434,51.665,53.843,55.498,1298.848,1268.976,1300.072,1288.445,4.796,2.129,23.036,21.255,1.992,50.009
873.5,0.651625931,0.647748601,0.641210461,0.647739669,0.641889193,3.229,0.70251,70.251,27.844,41.418,42.295,51.638,53.858,55.501,1301.18,1270.74,1303.437,1290.496,4.796,2.171,23.036,21.192,2.002,49.924
874,0.651521183,0.647790098,0.641111991,0.647720426,0.641877677,3.229,0.70251,70.251,27.761,41.226,42.261,51.625,53.85,55.455,1301.579,1270.569,1301.099,1288.958,4.795,2.149,23.038,21.187,2.01,49.891
874.5,0.651438259,0.64779068,0.641027083,0.647702685,0.641899413,3.231,0.70242,70.242,27.657,41.64,42.223,51.636,53.803,55.417,1299.531,1269.09,1295.168,1282.066,4.797,2.111,23.038,21.192,2,49.841
875,0.651351214,0.647682838,0.640898599,0.647601093,0.641871167,3.231,0.70232,70.232,27.63,41.092,42.169,51.593,53.768,55.459,1301.579,1271.195,1303.095,1290.04,4.797,2.091,23.038,21.259,2.015,49.849
875.5,0.651236175,0.647471031,0.640683596,0.647380446,0.641735325,3.233,0.70247,70.247,27.598,41.325,42.122,51.676,53.893,55.489,1298.621,1267.951,1305.205,1292.034,4.797,2.15,23.038,21.261,2.016,49.722
876,0.651108596,0.647235463,0.640412183,0.647092696,0.641513589,3.224,0.70251,70.251,27.612,41.21,42.172,51.491,53.731,55.38,1297.654,1267.269,1304.578,1291.236,4.795,2.091,23.036,21.242,2.008,50.175
876.5,0.651011861,0.647061555,0.640183716,0.646846064,0.641296714,3.224,0.70237,70.237,27.619,41.099,42.365,51.54,53.754,55.406,1297.199,1267.269,1300.072,1287.762,4.794,2.091,23.038,21.187,2.008,50.652
877,0.650968486,0.646971205,0.640092047,0.646726722,0.641171053,3.224,0.70251,70.251,27.586,41.129,42.328,51.621,53.731,55.342,1298.678,1268.407,1295.738,1283.091,4.796,2.112,23.036,21.192,2,50.516
877.5,0.650959281,0.646921574,0.640155082,0.646738737,0.641153238,3.227,0.70237,70.237,27.734,40.841,42.217,51.55,53.791,55.431,1297.711,1266.358,1305.718,1293.173,4.797,2.068,23.036,21.583,2.012,49.847
878,0.650944228,0.646855773,0.64030901,0.646814756,0.641194504,3.226,0.70237,70.237,27.855,41.102,42.301,51.611,53.84,55.409,1297.255,1267.325,1303.494,1291.065,4.797,2.049,23.039,21.196,2.004,49.948
878.5,0.650886819,0.64675433,0.640450093,0.646875203,0.64123065,3.227,0.70247,70.247,27.937,41.144,42.195,51.535,53.752,55.271,1300.839,1269.488,1303.152,1291.635,4.795,2.068,23.036,21.261,1.998,50.251
879,0.650767245,0.64665535,0.640489942,0.646872987,0.641219947,3.228,0.70247,70.247,27.923,40.931,42.247,51.617,53.846,55.483,1299.645,1268.976,1298.875,1286.281,4.797,2.129,23.038,21.189,2.01,49.728
879.5,0.650599647,0.646629524,0.640409255,0.646803339,0.641156637,3.225,0.70237,70.237,27.968,41.029,42.406,51.565,53.794,55.437,1301.067,1270.683,1296.365,1284.059,4.794,2.024,23.036,21.196,2.007,50.301
880,0.650444992,0.646719606,0.64027757,0.646700324,0.641071308,3.225,0.70242,70.242,27.966,41.021,42.301,51.661,53.701,55.465,1297.938,1267.496,1298.818,1286.338,4.795,2.133,23.036,21.191,1.986,49.804
880.5,0.650384708,0.646899594,0.640201735,0.646624053,0.641011558,3.223,0.70256,70.256,27.957,40.988,42.307,51.611,53.789,55.474,1298.791,1268.236,1294.483,1281.952,4.795,2.11,23.036,21.194,1.999,49.567
881,0.65045337,0.647093716,0.640233227,0.646624658,0.641004162,3.222,0.70256,70.256,27.972,40.893,42.267,51.629,53.804,55.441,1299.645,1269.374,1302.182,1288.844,4.796,2.068,23.039,21.192,2.01,49.97
881.5,0.650597971,0.647231495,0.640331618,0.646703616,0.641032909,3.23,0.70237,70.237,27.991,40.77,42.151,51.584,53.677,55.411,1302.034,1270.968,1302.41,1289.641,4.796,2.047,23.036,21.255,2.001,49.857
882,0.650723837,0.647287014,0.640425711,0.646814557,0.641057635,3.227,0.70232,70.232,27.989,40.972,42.203,51.554,53.75,55.337,1299.986,1269.488,1294.826,1281.667,4.797,2.11,23.038,21.257,2.003,50.018
882.5,0.650779705,0.6472774,0.640488176,0.646899513,0.641048369,3.227,0.70251,70.251,27.979,41.102,42.279,51.532,53.743,55.292,1302.659,1271.707,1305.376,1292.546,4.796,2.068,23.038,21.259,2.005,50.423
883,0.650772868,0.647219886,0.640522805,0.646909799,0.640985606,3.224,0.70256,70.256,27.998,41.124,42.331,51.553,53.779,55.342,1300.668,1270.398,1297.734,1284.287,4.795,2.126,23.038,21.221,2.006,50.216
883.5,0.650700497,0.647077155,0.640491582,0.64679391,0.640831953,3.228,0.70242,70.242,27.985,41.824,42.223,51.615,53.788,55.422,1299.588,1268.065,1297.791,1285.54,4.795,2.109,23.036,21.198,2.008,49.698
884,0.650510049,0.646766146,0.6403059,0.646503198,0.640539831,3.227,0.70256,70.256,27.969,40.785,42.256,51.584,53.207,55.388,1299.417,1268.748,1304.35,1291.179,4.796,2.149,23.034,21.196,1.994,50.313
884.5,0.650166579,0.646262233,0.639923256,0.646051141,0.6401204,3.233,0.70251,70.251,27.994,41.224,42.541,51.647,53.846,55.48,1300.953,1268.748,1302.696,1290.496,4.794,2.049,23.036,21.656,1.999,50.362
885,0.649743631,0.645690766,0.639430979,0.645559772,0.639690161,3.213,0.70256,70.256,27.969,41.366,42.399,51.574,53.744,55.287,1299.872,1269.886,1297.278,1284.401,4.795,2.047,23.038,21.135,2.004,50.559
885.5,0.649394329,0.645250251,0.6389843,0.645184856,0.639389398,3.206,0.70251,70.251,28.009,42.252,42.461,51.537,53.731,55.359,1287.813,1258.619,1300.072,1286.964,4.837,2.149,23.039,21.517,2.012,50.642
886,0.649213137,0.645009704,0.638649981,0.644956539,0.639228361,3.224,0.70247,70.247,28.07,40.981,42.454,51.586,53.789,55.373,1308.12,1276.089,1300.757,1287.648,4.795,2.046,22.975,21.454,2.012,50.385
886.5,0.649160406,0.644804724,0.638332074,0.644708245,0.639036563,3.215,0.70242,70.242,28.093,41.11,42.362,51.616,53.819,55.444,1299.019,1268.919,1300.072,1287.989,4.795,2.068,23.041,21.208,2.009,50.482
887,0.649140602,0.644344197,0.637849155,0.644182085,0.638580847,3.222,0.70232,70.232,28.011,40.899,42.399,51.62,53.804,55.427,1303.228,1271.423,1302.296,1289.641,4.799,2.049,23.038,21.371,2.012,50.406
887.5,0.649124381,0.643425621,0.637081965,0.643226902,0.637753611,3.214,0.70247,70.247,27.953,41.166,42.62,51.734,53.869,55.452,1295.321,1264.765,1297.791,1285.426,4.795,2.129,22.977,21.259,2.012,51.871
888,0.649168134,0.642108349,0.63609009,0.641950856,0.636696266,3.215,0.70237,70.237,27.885,41.958,42.356,51.627,53.717,55.393,1303.74,1272.163,1301.327,1288.16,4.803,2.129,23.039,21.38,2.008,50.982
888.5,0.649331999,0.640732725,0.635119108,0.640708813,0.63574993,3.185,0.70237,70.237,27.893,34.569,42.377,50.837,53.737,55.442,1301.124,1273.301,1303.095,1293.401,4.797,2.068,23.036,21.192,1.932,50.344
889,0.649610395,0.639727997,0.634464631,0.639886328,0.635228983,3.192,0.70178,70.178,27.746,39.93,42.331,51.671,53.847,55.469,1298.962,1266.699,1305.661,1292.204,4.793,2.108,23.036,21.255,1.982,50.146
889.5,0.649944743,0.639328452,0.634288855,0.639640573,0.635210418,3.197,0.70178,70.178,27.771,40.699,42.201,51.658,53.831,55.471,1299.758,1268.35,1298.418,1285.711,4.793,2.099,23.036,21.187,1.993,50.081
890,0.650274593,0.639456712,0.634547573,0.639846262,0.635541285,3.197,0.70173,70.173,27.774,41,42.472,51.694,53.866,55.477,1302.944,1273.073,1296.422,1283.888,4.795,2.068,23.036,20.919,1.989,50.5
890.5,0.650562197,0.639872221,0.635063565,0.640266687,0.636008857,3.206,0.70188,70.188,27.826,41.025,42.235,51.647,53.87,55.49,1297.938,1266.244,1294.826,1282.351,4.797,2.09,23.038,21.189,1.989,49.928
891,0.650791856,0.640392569,0.63565092,0.64072829,0.636469963,3.203,0.70178,70.178,27.806,40.809,42.282,51.678,53.789,55.423,1296.687,1265.618,1301.213,1288.103,4.796,2.171,23.038,21.257,1.986,50.201
891.5,0.650969848,0.640963872,0.636194084,0.641146912,0.636861201,3.205,0.70183,70.183,27.838,41.008,42.267,51.681,53.782,55.464,1297.426,1266.13,1298.818,1285.141,4.794,2.149,23.038,21.191,1.988,49.959
892,0.651120417,0.641577986,0.636652495,0.6414769,0.6371618,3.211,0.70183,70.183,27.891,40.994,42.324,51.723,53.813,55.462,1301.124,1270,1303.152,1289.584,4.795,2.17,23.036,21.251,1.986,49.94
892.5,0.651267725,0.642189225,0.637023183,0.64170164,0.637378666,3.208,0.70183,70.183,27.897,41.597,42.218,51.638,53.711,55.395,1296.232,1264.139,1303.551,1290.268,4.795,2.177,23.036,21.259,1.988,50.265
893,0.651420915,0.642728746,0.637314957,0.641857841,0.637550231,3.215,0.70188,70.188,27.916,41.267,42.232,51.689,53.785,55.457,1301.749,1269.886,1297.848,1285.654,4.795,2.068,23.036,21.191,1.982,50.157
893.5,0.651575426,0.643165113,0.63754514,0.642015096,0.637731875,3.208,0.70203,70.203,27.995,40.867,42.174,51.659,53.705,55.493,1299.36,1269.033,1306.117,1293.173,4.796,2.132,23.036,21.257,1.974,49.772
894,0.651718878,0.643514185,0.637736036,0.642214367,0.637958551,3.214,0.70203,70.203,28.052,40.946,42.166,51.519,53.665,55.417,1298.393,1267.098,1304.235,1291.806,4.797,2.112,23.036,21.185,1.984,49.811
894.5,0.651833985,0.643787918,0.637902574,0.642438899,0.63821286,3.215,0.70188,70.188,28.018,40.963,42.166,51.583,53.643,55.398,1301.237,1269.374,1302.353,1290.04,4.795,2.112,23.036,21.099,1.985,50.089
895,0.651905525,0.643962758,0.638044241,0.642643871,0.638431168,3.216,0.70207,70.207,27.994,40.993,42.09,51.562,53.702,55.46,1298.393,1267.212,1297.791,1285.483,4.796,2.151,23.038,21.189,1.985,49.794
895.5,0.651932454,0.644014015,0.638146321,0.642793593,0.638549263,3.216,0.70203,70.203,27.983,41.107,42.206,51.62,53.721,55.447,1301.124,1269.886,1300.643,1288.616,4.797,2.112,23.036,21.187,1.982,49.841
896,0.651934135,0.643963736,0.63819071,0.642876292,0.638552124,3.218,0.70188,70.188,27.956,40.969,42.23,51.536,53.699,55.461,1298.279,1267.382,1300.814,1288.274,4.799,2.194,23.039,21.183,1.979,49.859
896.5,0.651940822,0.643880195,0.638176405,0.642910391,0.638480924,3.214,0.70193,70.193,27.928,41.005,42.284,51.556,53.74,55.469,1301.351,1270.398,1294.369,1282.066,4.795,2.131,23.039,21.183,1.977,49.73
897,0.651969207,0.643835413,0.638131531,0.642939111,0.638390559,3.213,0.70188,70.188,27.813,41.451,42.366,51.659,53.757,55.483,1299.815,1269.886,1301.27,1288.901,4.797,2.171,23.036,21.204,1.966,50.094
